doc_id,termo_id,categoria,campo_cadastro,termo_pt,termo_en,abreviacao_pt,abreviacao_en,campo_texto,fonte_documental,idioma_declarado,idioma_detectado,data_extracao_glossario,data_processamento,glossario_versao,pipeline_versao,texto_bruto,texto_normalizado,tokens_lematizados,num_tokens_brutos,num_tokens_lematizados,entidades_detectadas,campos_extraidos,termos_relacionados,abrevs_encontradas,abrevs_expandidas,stopwords_removidas,unidade,norma_referencia,regra_normalizacao
CORP-0080,CM004,componentes_motor,classe_termica_isolamento,Enrolamento,Winding,enrol.,wdg.,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Enrolamento"" pode referir-se ao estator ou ao rotor — qualificar: enrolamento_estator (fixo) vs. enrolamento_rotor (apenas em motores de rotor bobinado).","""Enrolamento"" pode referir-se ao estator ou ao Rotor — qualificar: enrolamento_estator (fixo) vs. enrolamento_rotor (apenas em motores de Rotor bobinado).","""enrolamento"" | pode | referir-se | estator | Rotor | qualificar: | enrolamento_estator | (fixo) | vs. | enrolamento_rotor | (apenas | em | motor | de | Rotor | bobinado).",19,16,,{},CM004 | CM003 | CM001 | CM002,2,2,3,-,IEC 60085 | IEC 60034-1,Normalizar: enrolamento | winding | bobina | coil → classe_termica_isolamento + tipo_enrolamento. Tipos: trifasico_distribuido | concentrado | monofasico. Classe térmica: A|E|B|F|H.
CORP-0081,CM005,componentes_motor,carcaca_frame,Carcaça,Frame / Housing,carc.,fr.,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Estrutura externa do motor que abriga todos os componentes internos, dissipa o calor gerado e protege o motor contra o ambiente. A carcaça IEC é identificada por número que indica a altura do eixo em mm (ex.: 132M).","Estrutura externa do motor que abriga todos Ordem de Serviço componentes internos, dissipa o calor gerado e protege o motor contra o ambiente. A carcaça IEC é identificada por número que indica a altura do Eixo em mm (ex.: 132M).",estrutura | externa | do | motor | abriga | ordem | de | serviço | componente | internos | dissipa | calor | gerado | protege | motor | contra | ambiente | a | carcaça | iec | identificada | número | indica | altura | do | eixo | em | mm | ex | 132m,32,30,,{},MP010 | CM006 | TN006 | CM005,2,2,4,-,IEC 60072-1 | NEMA MG1,"Normalizar: carcaça | frame | frame_size | carcaca | housing → carcaca_frame. Padrão IEC: número inteiro (ex.: 132, 160, 200); padrão NEMA: número + letra (ex.: 182T, 256T). Normalizar separador: ""-"" ou ""/"" → sem separador."
CORP-0082,CM005,componentes_motor,carcaca_frame,Carcaça,Frame / Housing,carc.,fr.,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"External structure of the motor that houses all internal components, dissipates generated heat, and protects the motor against the environment. The IEC frame is identified by a number indicating shaft center height in mm (e.g., 132M).","External structure of the motor that houses all internal components, dissipates generated heat, and protects the motor against the environment. The IEC Carcaça IEC Corrente de Partida identified by a number indicating shaft center height in mm (e.g., 132M).",external | structure | motor | hous | all | internal | component | dissipat | generat | heat | and | protect | motor | against | environment | iec | carcaça | iec | corrente | de | partida | identifi | number | indicat | shaft | center | height | mm | e.g | 132m,35,30,,{},CM006 | TN006,2,2,8,-,IEC 60072-1 | NEMA MG1,"Normalizar: carcaça | frame | frame_size | carcaca | housing → carcaca_frame. Padrão IEC: número inteiro (ex.: 132, 160, 200); padrão NEMA: número + letra (ex.: 182T, 256T). Normalizar separador: ""-"" ou ""/"" → sem separador."
CORP-0083,CM005,componentes_motor,carcaca_frame,Carcaça,Frame / Housing,carc.,fr.,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Frame IEC indica altura do eixo. Frame NEMA usa numeração diferente. Ex.: IEC 132 ≈ NEMA 254T.,Carcaça IEC IEC indica altura do Eixo Carcaça IEC NEMA MG1 usa numeração diferente. Motor à Prova de Explosão IEC 132 ≈ NEMA MG1 254T.,carcaça | iec | iec | indica | altura | do | eixo | carcaça | iec | NEMA | MG1 | usa | numeração | diferente | motor | prova | de | explosão | iec | 132 | NEMA | MG1 | 254t,16,23,IEC 132,{'norma_referencia': 'IEC 132'},NC003 | CM006 | TN006,6,6,0,-,IEC 60072-1 | NEMA MG1,"Normalizar: carcaça | frame | frame_size | carcaca | housing → carcaca_frame. Padrão IEC: número inteiro (ex.: 132, 160, 200); padrão NEMA: número + letra (ex.: 182T, 256T). Normalizar separador: ""-"" ou ""/"" → sem separador."
CORP-0084,CM005,componentes_motor,carcaca_frame,Carcaça,Frame / Housing,carc.,fr.,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Frame"" pode ser frame IEC (dimensional) ou frame de comunicação de dados (ex.: Modbus frame) — contexto motor: frame = carcaça dimensional.","""Frame"" pode ser Carcaça IEC IEC (dimensional) ou Carcaça IEC de comunicação de dados (ex.: Modbus frame) — contexto motor: Carcaça IEC = carcaça dimensional.","""frame"" | pode | carcaça | iec | iec | (dimensional) | carcaça | iec | de | comunicação | de | dados | (ex.: | modbus | frame) | contexto | motor: | carcaça | iec | carcaça | dimensional.",20,21,,{},MP010 | TN006 | CM005,3,3,2,-,IEC 60072-1 | NEMA MG1,"Normalizar: carcaça | frame | frame_size | carcaca | housing → carcaca_frame. Padrão IEC: número inteiro (ex.: 132, 160, 200); padrão NEMA: número + letra (ex.: 182T, 256T). Normalizar separador: ""-"" ou ""/"" → sem separador."
CORP-0085,CM006,componentes_motor,diametro_eixo_mm,Eixo,Shaft,eixo,shft.,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Elemento mecânico cilíndrico que transmite o torque do rotor para a carga acoplada. Dimensionado para suportar cargas radiais, axiais e de torção.","Elemento mecânico cilíndrico que transmite o torque do Rotor para a carga acoplada. Dimensionado para suportar cargas radiais, axiais e de torção.",elemento | mecânico | cilíndrico | transmite | torque | do | Rotor | carga | acoplada | dimensionado | suportar | cargas | radial | axial | de | torção,19,16,,{},CM002 | TM001 | GM002,1,1,3,-,IEC 60072-1,"Normalizar: eixo | shaft | shft. → diametro_eixo_mm. Registrar diâmetro em mm; se valor contém ""mm"" ou ""in"", converter para mm (1 in = 25.4 mm)."
CORP-0086,CM006,componentes_motor,diametro_eixo_mm,Eixo,Shaft,eixo,shft.,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Cylindrical mechanical element that transmits torque from the rotor to the coupled load. Designed to withstand radial, axial, and torsional loads.","Cylindrical mechanical element that transmits torque from the Rotor to the coupled load. Designed to withstand radial, axial, and torsional loads.",cylindrical | mechanical | element | transmit | torque | from | Rotor | coupl | load | design | withstand | radial | axial | and | torsional | load,21,16,,{},CM002 | TM001 | GM002,1,1,5,-,IEC 60072-1,"Normalizar: eixo | shaft | shft. → diametro_eixo_mm. Registrar diâmetro em mm; se valor contém ""mm"" ou ""in"", converter para mm (1 in = 25.4 mm)."
CORP-0087,CM006,componentes_motor,diametro_eixo_mm,Eixo,Shaft,eixo,shft.,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,O diâmetro e comprimento do eixo são normalizados pela IEC 60072-1 para cada carcaça.,O diâmetro e comprimento do Eixo são normalizados pela IEC 60072-1 para cada carcaça.,diâmetro | comprimento | do | eixo | são | normalizados | pela | iec | 60072-1 | cada | carcaça,12,11,IEC 60072-1,{'norma_referencia': 'IEC 60072-1'},MP010 | CM006 | CM005,1,1,1,-,IEC 60072-1,"Normalizar: eixo | shaft | shft. → diametro_eixo_mm. Registrar diâmetro em mm; se valor contém ""mm"" ou ""in"", converter para mm (1 in = 25.4 mm)."
CORP-0088,CM006,componentes_motor,diametro_eixo_mm,Eixo,Shaft,eixo,shft.,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Eixo"" pode ser eixo mecânico (shaft) ou eixo de um gráfico — contexto componente motor: eixo = shaft metálico rotativo.","""Eixo"" pode ser Eixo mecânico (shaft) ou Eixo de um gráfico — contexto componente motor: Eixo = shaft metálico rotativo.","""eixo"" | pode | eixo | mecânico | (shaft) | eixo | de | gráfico | contexto | componente | motor: | eixo | shaft | metálico | rotativo.",18,15,,{},CM006,3,3,3,-,IEC 60072-1,"Normalizar: eixo | shaft | shft. → diametro_eixo_mm. Registrar diâmetro em mm; se valor contém ""mm"" ou ""in"", converter para mm (1 in = 25.4 mm)."
CORP-0089,CM007,componentes_motor,tipo_resfriamento,Ventilador,Cooling Fan,vent.,fan,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Elemento acoplado ao eixo ou acionado externamente responsável pelo fluxo de ar de resfriamento. Em motores IC411 (TEFC), o ventilador é preso externamente ao eixo oposto à carga.","Elemento acoplado ao Eixo ou acionado externamente responsável pelo fluxo de ar de resfriamento. Em motores IC411 (TEFC), o ventilador é preso externamente ao Eixo oposto à carga.",elemento | acoplado | eixo | acionado | externamente | responsável | pelo | fluxo | de | ar | de | resfriamento | em | motor | IC411 | tefc | ventilador | preso | externamente | eixo | oposto | carga,25,22,IC411,{'codigo_evento': 411.0},CM006 | CM007,2,2,3,-,IEC 60034-6,"Normalizar: ventilador | fan | IC | resfriamento | cooling → tipo_resfriamento. Código IEC 60034-6: IC01x (autoventilado), IC04x (ventilação forçada), IC06 (fechado sem ventilação). Normalizar para código IC."
CORP-0090,CM007,componentes_motor,tipo_resfriamento,Ventilador,Cooling Fan,vent.,fan,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Element coupled to the shaft or externally driven, responsible for cooling airflow. In IC411 (TEFC) motors, the fan is mounted externally on the non-drive end.","Element coupled to the shaft or externally driven, responsible for cooling airflow. In IC411 (TEFC) motors, the Ventilador Corrente de Partida mounted externally on the non-drive end.",element | coupl | shaft | or | externally | driven | responsible | cool | airflow | IC411 | tefc | motor | ventilador | corrente | de | partida | mount | externally | non-drive | end,25,20,IC411,{'codigo_evento': 411.0},SI005 | CM006 | CM007,2,2,7,-,IEC 60034-6,"Normalizar: ventilador | fan | IC | resfriamento | cooling → tipo_resfriamento. Código IEC 60034-6: IC01x (autoventilado), IC04x (ventilação forçada), IC06 (fechado sem ventilação). Normalizar para código IC."
CORP-0091,CM007,componentes_motor,tipo_resfriamento,Ventilador,Cooling Fan,vent.,fan,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,IC01 (IEC 60034-6) = motor autoventilado aberto. TENV ≈ IC410; TEFC ≈ IC411. Não usar IC01 como sinônimo de TENV.,IC01 (IEC 60034-6) = motor autoventilado aberto. TENV ≈ IC410; TEFC ≈ IC411. Não usar IC01 como sinônimo de TENV.,IC01 | iec | 60034-6 | motor | autoventilado | aberto | tenv | IC410 | tefc | IC411 | não | usar | IC01 | sinônimo | de | tenv,17,16,IC410 | IC411 | IEC 60034-6,"{'codigo_evento': 411.0, 'norma_referencia': 'IEC 60034-6'}",NC002,0,0,1,-,IEC 60034-6,"Normalizar: ventilador | fan | IC | resfriamento | cooling → tipo_resfriamento. Código IEC 60034-6: IC01x (autoventilado), IC04x (ventilação forçada), IC06 (fechado sem ventilação). Normalizar para código IC."
CORP-0092,CM007,componentes_motor,tipo_resfriamento,Ventilador,Cooling Fan,vent.,fan,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""IC"" como código de resfriamento (IEC 60034-6) pode ser confundido com circuito integrado (IC = Integrated Circuit) — contexto motor: IC + código numérico = método de resfriamento.","""IC"" como código de resfriamento (IEC 60034-6) pode ser confundido com circuito integrado (IC = Integrated Circuit) — contexto motor: IC + código numérico = método de resfriamento.","""ic"" | código | de | resfriamento | (iec | 60034-6) | pode | confundido | circuito | integrado | (ic | integrated | circuit) | contexto | motor: | ic | código | numérico | método | de | resfriamento.",24,21,IEC 60034-6,{'norma_referencia': 'IEC 60034-6'},NC002,0,0,3,-,IEC 60034-6,"Normalizar: ventilador | fan | IC | resfriamento | cooling → tipo_resfriamento. Código IEC 60034-6: IC01x (autoventilado), IC04x (ventilação forçada), IC06 (fechado sem ventilação). Normalizar para código IC."
CORP-0093,CM008,componentes_motor,posicao_caixa_ligacao,Caixa de Ligação,Terminal Box,cx. lig.,T-box,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Caixa acoplada à carcaça do motor que contém os terminais elétricos para conexão com a rede de alimentação. Também pode abrigar resistências de aquecimento, sensores PT100 e termistores.","Caixa acoplada à carcaça do motor que contém Ordem de Serviço terminais elétricos para conexão com a rede de alimentação. Também pode abrigar resistências de aquecimento, sensores PT100 e termistores.",caixa | acoplada | carcaça | do | motor | contém | ordem | de | serviço | terminal | elétricos | conexão | rede | de | alimentação | também | pode | abrigar | resistências | de | aquecimento | sensor | PT100 | termistor,25,24,PT100,{'codigo_evento': 100.0},MP010 | SI001 | CM005,2,2,3,-,IEC 60034-1,"Normalizar: caixa de ligação | terminal box | bornes | TB → posicao_caixa_ligacao. Posições IEC: B3 (base), B5 (flange), B14, D3, etc. Normalizar inglês → português ou manter código IEC."
CORP-0094,CM008,componentes_motor,posicao_caixa_ligacao,Caixa de Ligação,Terminal Box,cx. lig.,T-box,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Box attached to the motor housing containing the electrical terminals for connection to the power supply. May also house space heaters, PT100 sensors, and thermistors.","Box attached to the motor housing containing the electrical terminals for connection to the power supply. May also house space heaters, PT100 sensors, and thermistors.",box | attach | motor | hous | contain | electrical | terminal | connection | power | supply | house | space | heater | PT100 | sensor | and | thermistor,25,17,PT100,{'codigo_evento': 100.0},CM009 | SI001 | GE003,1,1,8,-,IEC 60034-1,"Normalizar: caixa de ligação | terminal box | bornes | TB → posicao_caixa_ligacao. Posições IEC: B3 (base), B5 (flange), B14, D3, etc. Normalizar inglês → português ou manter código IEC."
CORP-0095,CM008,componentes_motor,posicao_caixa_ligacao,Caixa de Ligação,Terminal Box,cx. lig.,T-box,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Terminais em motores trifásicos: U1, V1, W1 (início), U2, V2, W2 (fim). Ligação estrela ou triângulo.","Terminais em motores trifásicos: tensao_nominal 1, V1, W1 (início), tensao_nominal 2, V2, W2 (fim). Ligação estrela ou triângulo.",terminal | em | motor | trifásicos | tensao_nominal | v1 | w1 | início | tensao_nominal | v2 | w2 | fim | ligação | estrela | triângulo,16,15,,{},PO004,0,1,1,-,IEC 60034-1,"Normalizar: caixa de ligação | terminal box | bornes | TB → posicao_caixa_ligacao. Posições IEC: B3 (base), B5 (flange), B14, D3, etc. Normalizar inglês → português ou manter código IEC."
CORP-0096,CM008,componentes_motor,posicao_caixa_ligacao,Caixa de Ligação,Terminal Box,cx. lig.,T-box,ambiguidades,manual_tecnico,pt,misto,2026-04-29,2026-05-09,v5,v1.0,"Sem ambiguidade crítica; ""bornes"" pode indicar apenas os terminais (sem mencionar a caixa). Registrar se referência é à caixa completa ou apenas aos terminais.","Sem ambiguidade crítica; ""bornes"" pode indicar apenas Ordem de Serviço terminais (sem mencionar a caixa). Registrar se referência é à caixa completa ou apenas aos terminais.","sem | ambiguidade | crítica; | ""bornes"" | pode | indicar | apenas | ordem | de | serviço | terminal | (sem | mencionar | caixa). | registrar | referência | caixa | completa | apenas | aos | terminais.",21,21,,{},CM008,1,1,2,-,IEC 60034-1,"Normalizar: caixa de ligação | terminal box | bornes | TB → posicao_caixa_ligacao. Posições IEC: B3 (base), B5 (flange), B14, D3, etc. Normalizar inglês → português ou manter código IEC."
CORP-0097,TF001,tipos_falha,historico_falha_rolamento,Falha em Rolamento,Bearing Fault,falha_rol.,BRG_FAULT,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Degradação ou dano nos componentes do rolamento (pista interna, pista externa, elementos rolantes, gaiola). Causa mais frequente de falha em motores elétricos. Detectável por análise de vibração e termografia.","Degradação ou dano nos componentes do rolamento (pista interna, pista externa, elementos rolantes, gaiola). Causa mais frequente de falha em motores elétricos. Detectável por análise de vibração e termografia.",degradação | dano | componente | do | rolamento | pista | interna | pista | externa | elementos | rolante | gaiola | causa | frequente | de | falha | em | motor | elétricos | detectável | análise | de | vibração | termografia,28,24,,{},MP003 | MP004 | CM003 | GM004,0,0,4,-,ISO 15243 | ISO 10816,Normalizar: falha rolamento | bearing failure | BRG fail | TF001 → historico_falha_rolamento. Valores aceitos: confirmada | suspeita | descartada | em_monitoramento.
CORP-0098,TF001,tipos_falha,historico_falha_rolamento,Falha em Rolamento,Bearing Fault,falha_rol.,BRG_FAULT,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Degradation or damage to bearing components (inner race, outer race, rolling elements, cage). Most frequent cause of electric motor failure. Detectable by vibration analysis and thermography.","Degradation or damage to bearing components (inner race, outer race, rolling elements, cage). Most frequent cause of electric motor failure. Detectable by vibration analysis and thermography.",degradation | or | damage | bearing | component | inner | race | outer | race | roll | element | cage | most | frequent | cause | electric | motor | failure | detectable | vibration | analysi | and | thermography,26,23,,{},MP003 | MP004 | CM003 | GM004,0,0,3,-,ISO 15243 | ISO 10816,Normalizar: falha rolamento | bearing failure | BRG fail | TF001 → historico_falha_rolamento. Valores aceitos: confirmada | suspeita | descartada | em_monitoramento.
CORP-0099,TF001,tipos_falha,historico_falha_rolamento,Falha em Rolamento,Bearing Fault,falha_rol.,BRG_FAULT,observacoes_pt,manual_tecnico,pt,misto,2026-04-29,2026-05-09,v5,v1.0,"Subtipos: fadiga superficial, desgaste, corrosão, erosão elétrica (fluting), fretting, sobrecarga.","Subtipos: fadiga superficial, desgaste, corrosão, erosão elétrica (fluting), fretting, Sobrecarga Térmica",subtipos | fadiga | superficial | desgaste | corrosão | erosão | elétrica | fluting | fretting | sobrecarga | térmica,10,11,,{},TF007,1,1,0,-,ISO 15243 | ISO 10816,Normalizar: falha rolamento | bearing failure | BRG fail | TF001 → historico_falha_rolamento. Valores aceitos: confirmada | suspeita | descartada | em_monitoramento.
CORP-0100,TF001,tipos_falha,historico_falha_rolamento,Falha em Rolamento,Bearing Fault,falha_rol.,BRG_FAULT,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Falha em rolamento"" pode ser iniciada por fadiga, contaminação, lubrificação inadequada ou corrente de eixo — registrar causa_raiz associada para distinguir subtipos no histórico.","""Falha em rolamento"" pode ser iniciada por fadiga, contaminação, lubrificação inadequada ou corrente de Eixo — registrar causa_raiz associada para distinguir subtipos no histórico.","""falha | em | rolamento"" | pode | iniciada | fadiga, | contaminação, | lubrificação | inadequada | corrente | de | eixo | registrar | causa_raiz | associada | distinguir | subtipos | histórico.",23,18,,{},CM006 | TF001 | MP009 | CM003 | TF015 | TF008 | GE002,1,1,5,-,ISO 15243 | ISO 10816,Normalizar: falha rolamento | bearing failure | BRG fail | TF001 → historico_falha_rolamento. Valores aceitos: confirmada | suspeita | descartada | em_monitoramento.
CORP-0101,TF002,tipos_falha,historico_falha_rotor,Barra de Rotor Quebrada,Broken Rotor Bar,BRB,BRB,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Fratura ou alta resistência em uma ou mais barras condutoras do rotor gaiola de esquilo. Provoca assimetria no campo magnético, aumento de vibração e flutuação de torque. Detectável por MCSA (Motor Current Signature Analysis).","Fratura ou alta resistência em uma ou mais barras condutoras do Rotor gaiola de esquilo. Provoca assimetria no campo magnético, aumento de vibração e flutuação de torque. Detectável por MCSA (Motor Current Signature Analysis).",fratura | alta | resistência | em | barras | condutoras | do | Rotor | gaiola | de | esquilo | provoca | assimetria | campo | magnético | aumento | de | vibração | flutuação | de | torque | detectável | MCSA | motor | Current | signature | analysis,33,27,,{},GM002 | MP002 | CM002 | TM002 | GM004 | GE002,2,2,6,-,IEC 60034,"Normalizar: barra rotor | broken rotor bar | BRB | TF002 → historico_falha_rotor. Detectável via MCSA (frequências laterais de escorregamento). Normalizar ""broken bar"" → ""barra_rotor_quebrada""."
CORP-0102,TF002,tipos_falha,historico_falha_rotor,Barra de Rotor Quebrada,Broken Rotor Bar,BRB,BRB,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Fracture or high resistance in one or more rotor bars of a squirrel cage rotor. Causes magnetic field asymmetry, increased vibration, and torque fluctuation. Detectable by MCSA (Motor Current Signature Analysis).","Fracture or high resistance in one or more Rotor bars of a squirrel cage Rotor Causes magnetic field asymmetry, increased vibration, and torque fluctuation. Detectable by MCSA (Motor Current Signature Analysis).",fracture | or | high | resistance | one | or | more | Rotor | bars | squirrel | cage | Rotor | caus | magnetic | field | asymmetry | increas | vibration | and | torque | fluctuation | detectable | MCSA | motor | Current | signature | analysi,30,27,,{},GM002 | MP002 | CM002 | GM004 | GE002,3,3,3,-,IEC 60034,"Normalizar: barra rotor | broken rotor bar | BRB | TF002 → historico_falha_rotor. Detectável via MCSA (frequências laterais de escorregamento). Normalizar ""broken bar"" → ""barra_rotor_quebrada""."
CORP-0103,TF002,tipos_falha,historico_falha_rotor,Barra de Rotor Quebrada,Broken Rotor Bar,BRB,BRB,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Característica espectral: bandas laterais em torno da frequência fundamental de corrente (1 ± 2ks)f.,Característica espectral: bandas laterais em torno da frequência fundamental de corrente (1 ± 2ks)f.,característica | espectral | bandas | lateral | em | torno | frequência | fundamental | de | corrente | 2ks | f,13,12,,{},GE002 | GE004,0,0,1,-,IEC 60034,"Normalizar: barra rotor | broken rotor bar | BRB | TF002 → historico_falha_rotor. Detectável via MCSA (frequências laterais de escorregamento). Normalizar ""broken bar"" → ""barra_rotor_quebrada""."
CORP-0104,TF002,tipos_falha,historico_falha_rotor,Barra de Rotor Quebrada,Broken Rotor Bar,BRB,BRB,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Sinal de MCSA para barra quebrada (sb ± 2ksf) pode ser confundido com desequilíbrio de tensão — validar com análise de vibração e termografia para desambiguar.,Sinal de MCSA para barra quebrada (sb ± 2ksf) pode ser confundido com desequilíbrio de tensão — validar com análise de vibração e termografia para desambiguar.,sinal | de | MCSA | barra | quebrada | (sb | 2ksf) | pode | confundido | desequilíbrio | de | tensão | validar | análise | de | vibração | termografia | desambiguar.,23,18,,{},MP004 | MP003 | MP002 | GE009 | GE008 | GM004 | GE001,1,1,5,-,IEC 60034,"Normalizar: barra rotor | broken rotor bar | BRB | TF002 → historico_falha_rotor. Detectável via MCSA (frequências laterais de escorregamento). Normalizar ""broken bar"" → ""barra_rotor_quebrada""."
CORP-0105,TF003,tipos_falha,historico_falha_estator,Curto-Circuito entre Espiras,Inter-Turn Short Circuit,CC-esp.,ITSC,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Falha no isolamento que permite contato elétrico direto entre duas espiras adjacentes do mesmo enrolamento. Causa aquecimento localizado e pode evoluir para curto à terra ou entre fases.,Falha no isolamento que permite contato elétrico direto entre duas espiras adjacentes do mesmo enrolamento. Causa aquecimento localizado e pode evoluir para curto à terra ou entre fases.,falha | isolamento | permite | contato | elétrico | direto | entre | duas | espiras | adjacente | do | mesmo | enrolamento | causa | aquecimento | localizado | pode | evoluir | curto | terra | entre | fase,26,22,,{},TF010 | CM004 | TM001 | CM003,0,0,4,-,IEC 60034 | IEEE 43,Normalizar: curto espiras | turn fault | ITF | inter-turn fault | TF003 → historico_falha_estator. Registrar fase afetada se disponível (U/V/W).
CORP-0106,TF003,tipos_falha,historico_falha_estator,Curto-Circuito entre Espiras,Inter-Turn Short Circuit,CC-esp.,ITSC,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,Insulation failure allowing direct electrical contact between two adjacent turns of the same winding. Causes localized heating and may evolve to ground fault or phase-to-phase fault.,Insulation failure allowing direct electrical contact between two adjacent turns of the same winding. Causes localized heating and may evolve to ground fault or phase-to-phase fault.,insulation | failure | allow | direct | electrical | contact | between | two | adjacent | turn | same | winding | caus | localiz | heat | and | evolve | ground | fault | or | phase-to-phase | fault,26,22,,{},TF010 | CM004 | TF004,0,0,4,-,IEC 60034 | IEEE 43,Normalizar: curto espiras | turn fault | ITF | inter-turn fault | TF003 → historico_falha_estator. Registrar fase afetada se disponível (U/V/W).
CORP-0107,TF003,tipos_falha,historico_falha_estator,Curto-Circuito entre Espiras,Inter-Turn Short Circuit,CC-esp.,ITSC,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Representa ~35% das falhas em motores industriais. Detectável por análise de corrente, termografia e testes de resistência de isolamento.","Representa ~35% das falhas em motores industriais. Detectável por análise de corrente, termografia e testes de resistência de isolamento.",representa | 35_ | falha | em | motor | industrial | detectável | análise | de | corrente | termografia | testes | de | resistência | de | isolamento,18,16,,{},MP003 | GE002 | GE007,0,0,2,-,IEC 60034 | IEEE 43,Normalizar: curto espiras | turn fault | ITF | inter-turn fault | TF003 → historico_falha_estator. Registrar fase afetada se disponível (U/V/W).
CORP-0108,TF003,tipos_falha,historico_falha_estator,Curto-Circuito entre Espiras,Inter-Turn Short Circuit,CC-esp.,ITSC,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Curto entre espiras (intra-bobina) difere de curto entre fases (inter-bobina) e curto à terra — registrar tipo exato; ambos geram aquecimento localizado, mas assinaturas de corrente distintas.","Curto entre espiras (intra-bobina) difere de curto entre fases (inter-bobina) e curto à terra — registrar tipo exato; ambos geram aquecimento localizado, mas assinaturas de corrente distintas.","curto | entre | espiras | (intra-bobina) | difere | de | curto | entre | fase | (inter-bobina) | curto | terra | registrar | tipo | exato; | ambos | geram | aquecimento | localizado, | mas | assinaturas | de | corrente | distintas.",24,24,,{},GE002 | TF010 | TF003,0,0,0,-,IEC 60034 | IEEE 43,Normalizar: curto espiras | turn fault | ITF | inter-turn fault | TF003 → historico_falha_estator. Registrar fase afetada se disponível (U/V/W).
CORP-0109,TF004,tipos_falha,historico_falha_isolamento,Falha de Isolamento,Insulation Failure,falha_isol.,INS_FAULT,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Deterioração do sistema isolante do enrolamento, causada por envelhecimento térmico, contaminação por umidade, vibração mecânica ou estresse elétrico (sobretensões). Identificado por baixa resistência de isolamento.","Deterioração do sistema isolante do enrolamento, causada por envelhecimento térmico, contaminação por umidade, vibração mecânica ou estresse elétrico (sobretensões). Identificado por baixa resistência de isolamento.",deterioração | do | sistema | isolante | do | enrolamento | causada | envelhecimento | térmico | contaminação | umidade | vibração | mecânica | estresse | elétrico | sobretensões | identificado | baixa | resistência | de | isolamento,25,21,,{},CM004 | CM003 | GE007 | TF008 | GM004,0,0,4,-,IEC 60085 | IEEE 43,Normalizar: falha isolamento | insulation failure | ins. fail | TF004 → historico_falha_isolamento. Severidade: critica (Riso < 1MΩ/kV) | alerta (Riso 1-5 MΩ/kV) | normal (>5 MΩ/kV).
